Type	Complement Status	Start	End	Gene/Locus Tag	Strand Present?	Position(s)	Position(s) 2	Position(s) 3	Position(s) 4	Position(s) 5	Position(s) 6	Position(s) 7	Position(s) 8	Position(s) 9	
CDS	Complement	1483308	1483508	SPNHU17_RS07460	Yes	1483443									
CDS	Complement	1484152	1484352	cdaA	Yes	1484271	1484285								
CDS	Not Complement	1484088	1484288	SPNHU17_RS07470											
CDS	Complement	1486201	1486401	whiA	Yes	1486295	1486307								
CDS	Complement	1487175	1487375	SPNHU17_RS07480											
CDS	Complement	1488062	1488262	rapZ											
CDS	Complement	1488494	1488694	SPNHU17_RS07490	Yes	1488566									
CDS	Complement	1489092	1489292	yihA											
CDS	Complement	1490333	1490533	clpX	Yes	1490446	1490468								
CDS	Complement	1490540	1490740	SPNHU17_RS07505	Yes	1490619	1490657	1490731							
CDS	Complement	1491046	1491246	SPNHU17_RS07510	Yes	1491128	1491142								
CDS	Complement	1491694	1491894	SPNHU17_RS07515	Yes	1491766	1491799	1491874							
CDS	Complement	1493696	1493896	lytC											
CDS	Complement	1494492	1494692	tpiA	Yes	1494623									
CDS	Complement	1495267	1495467	SPNHU17_RS07530	Yes	1495369	1495459								
CDS	Complement	1496220	1496420	metA	Yes	1496379									
CDS	Complement	1496914	1497114	SPNHU17_RS07540	Yes	1496969	1496973	1496981							
CDS	Complement	1497759	1497959	SPNHU17_RS07545											
CDS	Not Complement	1497767	1497967	SPNHU17_RS07550											
CDS	Complement	1499390	1499590	ugpC	Yes	1499435	1499566								
tRNA	Complement	1499758	1499958	SPNHU17_RS07560	Yes	1499850	1499900								
CDS	Complement	1500415	1500615	SPNHU17_RS07565	Yes	1500455									
CDS	Complement	1501203	1501403	codY	Yes	1501271									
CDS	Complement	1503042	1503242	SPNHU17_RS07575	Yes	1503166	1503239								
CDS	Complement	1504467	1504667	SPNHU17_RS07580	Yes	1504568	1504639								
CDS	Not Complement	1504460	1504660	SPNHU17_RS07585											
CDS	Not Complement	1505875	1506075	SPNHU17_RS07590	Yes	1506073									
CDS	Not Complement	1507218	1507418	SPNHU17_RS07595	Yes	1507227	1507268	1507278	1507405						
CDS	Not Complement	1508126	1508326	SPNHU17_RS07600	Yes	1508153	1508210	1508314							
CDS	Not Complement	1509201	1509401	SPNHU17_RS07605	Yes	1509251									
CDS	Complement	1510503	1510703	SPNHU17_RS07610	Yes	1510553									
CDS	Complement	1511254	1511454	SPNHU17_RS07615	Yes	1511415	1511428								
CDS	Complement	1511993	1512193	truA	Yes	1512014	1512079	1512166	1512192						
CDS	Complement	1513457	1513657	SPNHU17_RS07625	Yes	1513461	1513521	1513565	1513596	1513616					
CDS	Complement	1514326	1514526	SPNHU17_RS07630											
CDS	Complement	1514667	1514867	SPNHU17_RS07635	Yes	1514702	1514764								
CDS	Complement	1515469	1515669	cmk											
CDS	Complement	1515954	1516154	SPNHU17_RS07645	Yes	1516011	1516129	1516135							
CDS	Not Complement	1515806	1516006	SPNHU17_RS07650											
CDS	Complement	1517227	1517427	SPNHU17_RS07655											
CDS	Complement	1518248	1518448	galE	Yes	1518365									
CDS	Complement	1519652	1519852	SPNHU17_RS07665	Yes	1519684									
CDS	Complement	1520466	1520666	SPNHU17_RS07670											
CDS	Complement	1521130	1521330	SPNHU17_RS07675	Yes	1521218	1521260	1521318							
CDS	Not Complement	1521480	1521680	SPNHU17_RS07680											
CDS	Not Complement	1522202	1522402	SPNHU17_RS11010	Yes	1522213	1522238	1522309	1522337	1522358					
CDS	Complement	1525117	1525317	tkt	Yes	1525301									
CDS	Complement	1525849	1526049	SPNHU17_RS07695											
CDS	Complement	1526945	1527145	SPNHU17_RS07700	Yes	1527083									
CDS	Complement	1527282	1527482	SPNHU17_RS07705											
CDS	Complement	1527759	1527959	SPNHU17_RS07710											
CDS	Complement	1528165	1528365	SPNHU17_RS07715	Yes	1528220	1528284	1528360							
CDS	Complement	1529621	1529821	SPNHU17_RS07720	Yes	1529795									
CDS	Complement	1532486	1532686	SPNHU17_RS07725	Yes	1532556	1532600								
CDS	Not Complement	1532419	1532619	SPNHU17_RS07730											
CDS	Complement	1534274	1534474	SPNHU17_RS07735	Yes	1534377									
CDS	Complement	1535359	1535559	rpsO											
CDS	Complement	1536129	1536329	SPNHU17_RS07745	Yes	1536239	1536261	1536266							
CDS	Not Complement	1536168	1536368	SPNHU17_RS11015											
CDS	Not Complement	1536788	1536988	SPNHU17_RS07750	Yes	1536814	1536860								
CDS	Not Complement	1537169	1537369	thrS	Yes	1537198	1537255	1537261	1537282	1537340	1537348				
CDS	Complement	1540335	1540535	SPNHU17_RS07760	Yes	1540451									
CDS	Complement	1541005	1541205	SPNHU17_RS07765	Yes	1541060	1541072	1541127	1541151	1541187					
CDS	Not Complement	1540961	1541161	SPNHU17_RS07770											
CDS	Complement	1542627	1542827	SPNHU17_RS07775	Yes	1542674									
CDS	Complement	1543132	1543332	SPNHU17_RS07780											
CDS	Complement	1544050	1544250	SPNHU17_RS07785	Yes	1544111	1544158	1544204	1544240						
CDS	Not Complement	1543962	1544162	SPNHU17_RS07790											
CDS	Complement	1545872	1546072	dtd	Yes	1546053									
CDS	Complement	1548124	1548324	SPNHU17_RS07805	Yes	1548176	1548200	1548305							
CDS	Not Complement	1548940	1549140	SPNHU17_RS07810	Yes	1549011	1549031								
CDS	Complement	1551784	1551984	pepO	Yes	1551955	1551967								
CDS	Not Complement	1551875	1552075	SPNHU17_RS07820											
CDS	Not Complement	1552594	1552794	SPNHU17_RS07825	Yes	1552614	1552729	1552741							
CDS	Not Complement	1553474	1553674	psaA	Yes	1553615	1553621								
CDS	Not Complement	1554526	1554726	tpx	Yes	1554564	1554613	1554677	1554708						
CDS	Complement	1558021	1558221	SPNHU17_RS07840											
CDS	Complement	1558724	1558924	SPNHU17_RS07845	Yes	1558763	1558910								
CDS	Complement	1559537	1559737	SPNHU17_RS07850											
CDS	Complement	1561682	1561882	SPNHU17_RS07855	Yes	1561712	1561760								
CDS	Complement	1562427	1562627	SPNHU17_RS07860	Yes	1562527									
CDS	Complement	1563301	1563501	SPNHU17_RS07865	Yes	1563449	1563472								
CDS	Complement	1566269	1566469	ileS	Yes	1566439									
CDS	Complement	1566653	1566853	SPNHU17_RS07875	Yes	1566711	1566737								
CDS	Complement	1567789	1567989	divIVA											
CDS	Complement	1568583	1568783	SPNHU17_RS07885	Yes	1568600	1568762								
CDS	Complement	1568843	1569043	SPNHU17_RS07890											
CDS	Complement	1569382	1569582	SPNHU17_RS07895	Yes	1569548									
CDS	Complement	1570063	1570263	SPNHU17_RS07900	Yes	1570083	1570120	1570150							
CDS	Complement	1571327	1571527	ftsZ	Yes	1571380	1571422								
CDS	Complement	1572717	1572917	ftsA	Yes	1572877									
CDS	Complement	1573640	1573840	SPNHU17_RS07915											
CDS	Complement	1574342	1574542	SPNHU17_RS07920	Yes	1574502									
CDS	Complement	1575702	1575902	SPNHU17_RS07925											
CDS	Complement	1576829	1577029	SPNHU17_RS07930											
CDS	Complement	1577602	1577802	recR	Yes	1577705									
CDS	Complement	1579670	1579870	pbp2b	Yes	1579718	1579728								
CDS	Not Complement	1579670	1579870	SPNHU17_RS07945											
CDS	Complement	1581621	1581821	SPNHU17_RS07950											
CDS	Complement	1582556	1582756	SPNHU17_RS07955	Yes	1582631	1582703	1582716	1582743						
CDS	Complement	1583369	1583569	SPNHU17_RS07960											
CDS	Complement	1583636	1583836	SPNHU17_RS11020	Yes	1583770									
CDS	Complement	1583990	1584190	SPNHU17_RS07965	Yes	1584177									
CDS	Complement	1584539	1584739	SPNHU17_RS07970	Yes	1584720									
CDS	Complement	1585650	1585850	SPNHU17_RS07975											
CDS	Complement	1586532	1586732	SPNHU17_RS07980	Yes	1586622	1586726								
CDS	Complement	1588112	1588312	SPNHU17_RS07985											
CDS	Complement	1589754	1589954	SPNHU17_RS07990											
CDS	Complement	1590471	1590671	SPNHU17_RS07995											
CDS	Complement	1591754	1591954	SPNHU17_RS08000											
CDS	Complement	1593860	1594060	nanB	Yes	1593938									
CDS	Complement	1594711	1594911	SPNHU17_RS08010											
CDS	Complement	1595595	1595795	SPNHU17_RS08015											
CDS	Complement	1597011	1597211	SPNHU17_RS08020	Yes	1597037	1597113								
CDS	Complement	1597482	1597682	SPNHU17_RS08025	Yes	1597598									
CDS	Complement	1601859	1602059	nanA	Yes	1601896	1601916								
CDS	Complement	1602374	1602574	SPNHU17_RS08035											
CDS	Complement	1604464	1604664	SPNHU17_RS08040	Yes	1604531	1604547	1604587	1604600	1604605					
CDS	Complement	1606796	1606996	recG											
CDS	Complement	1607918	1608118	alr	Yes	1607993	1608054	1608092							
CDS	Complement	1608270	1608470	acpS											
CDS	Complement	1609346	1609546	SPNHU17_RS08060											
CDS	Complement	1610379	1610579	SPNHU17_RS08065											
CDS	Complement	1612973	1613173	secA	Yes	1613068	1613074								
CDS	Complement	1613406	1613606	SPNHU17_RS08075	Yes	1613490									
CDS	Complement	1614067	1614267	SPNHU17_RS08080	Yes	1614202	1614210								
CDS	Complement	1614712	1614912	SPNHU17_RS08085	Yes	1614878									
CDS	Complement	1615496	1615696	SPNHU17_RS08090	Yes	1615543									
CDS	Complement	1615706	1615906	SPNHU17_RS11025	Yes	1615844									
CDS	Complement	1615909	1616109	SPNHU17_RS11030											
CDS	Not Complement	1616036	1616236	SPNHU17_RS08100	Yes	1616207									
CDS	Not Complement	1616595	1616795	SPNHU17_RS11035	Yes	1616646	1616662	1616712	1616749	1616781					
CDS	Complement	1617678	1617878	SPNHU17_RS08105	Yes	1617807	1617865								
CDS	Complement	1618153	1618353	SPNHU17_RS08110	Yes	1618322	1618335								
CDS	Complement	1619554	1619754	der											
CDS	Complement	1620281	1620481	SPNHU17_RS08120	Yes	1620389	1620428								
CDS	Complement	1621174	1621374	dnaI											
CDS	Complement	1622344	1622544	SPNHU17_RS08130											
CDS	Complement	1622818	1623018	nrdR	Yes	1622947	1623011								
CDS	Not Complement	1622758	1622958	SPNHU17_RS08140											
CDS	Not Complement	1623128	1623328	SPNHU17_RS08145	Yes	1623276									
CDS	Not Complement	1623840	1624040	SPNHU17_RS08150	Yes	1623913	1623935	1623953							
CDS	Complement	1626359	1626559	SPNHU17_RS08155											
CDS	Complement	1627249	1627449	SPNHU17_RS08160	Yes	1627264	1627377	1627397							
CDS	Not Complement	1627756	1627956	SPNHU17_RS08165	Yes	1627842									
CDS	Not Complement	1628359	1628559	SPNHU17_RS08170	Yes	1628369	1628411	1628535							
CDS	Complement	1630383	1630583	SPNHU17_RS08175	Yes	1630429									
CDS	Complement	1632415	1632615	SPNHU17_RS08180	Yes	1632457	1632526	1632599	1632612						
CDS	Complement	1632739	1632939	SPNHU17_RS08185	Yes	1632751	1632849	1632867							
CDS	Not Complement	1632592	1632792	SPNHU17_RS08190											
CDS	Not Complement	1634027	1634227	SPNHU17_RS08195	Yes	1634112	1634133	1634197							
CDS	Complement	1636501	1636701	SPNHU17_RS08200											
CDS	Complement	1637673	1637873	SPNHU17_RS08205	Yes	1637749									
CDS	Complement	1638052	1638252	SPNHU17_RS08210	Yes	1638099									
CDS	Complement	1639204	1639404	SPNHU17_RS08215	Yes	1639397									
CDS	Complement	1639964	1640164	SPNHU17_RS08220	Yes	1640035	1640119								
CDS	Complement	1642058	1642258	pknB	Yes	1642083	1642203								
CDS	Complement	1642795	1642995	SPNHU17_RS08230	Yes	1642830	1642974								
CDS	Complement	1644123	1644323	rsmB											
CDS	Complement	1645051	1645251	fmt											
CDS	Complement	1647460	1647660	SPNHU17_RS08245	Yes	1647501									
CDS	Complement	1647840	1648040	rpoZ											
CDS	Complement	1648491	1648691	gmk	Yes	1648519									
CDS	Complement	1650234	1650434	SPNHU17_RS08260	Yes	1650378	1650404								
CDS	Complement	1650679	1650879	SPNHU17_RS08265	Yes	1650816									
CDS	Complement	1650937	1651137	SPNHU17_RS08270	Yes	1650980	1650985	1650989	1651042	1651063					
CDS	Complement	1652272	1652472	SPNHU17_RS08275											
CDS	Complement	1653022	1653222	SPNHU17_RS08280	Yes	1653060	1653182	1653212							
CDS	Complement	1653695	1653895	rsfS	Yes	1653714									
CDS	Complement	1654208	1654408	SPNHU17_RS08290	Yes	1654376									
CDS	Complement	1654802	1655002	yqeK	Yes	1654855									
CDS	Complement	1655431	1655631	SPNHU17_RS08300	Yes	1655508									
CDS	Complement	1655794	1655994	yhbY	Yes	1655877									
CDS	Complement	1657100	1657300	yqeH											
CDS	Complement	1657630	1657830	SPNHU17_RS08315	Yes	1657771	1657811								
CDS	Complement	1658553	1658753	SPNHU17_RS08320	Yes	1658628									
CDS	Complement	1659170	1659370	SPNHU17_RS08325	Yes	1659246	1659314								
CDS	Not Complement	1659109	1659309	sstT											
CDS	Not Complement	1660385	1660585	SPNHU17_RS08335	Yes	1660446	1660579								
CDS	Complement	1662460	1662660	SPNHU17_RS08340	Yes	1662532									
CDS	Complement	1662644	1662844	asp4	Yes	1662755									
CDS	Complement	1663983	1664183	gtfB											
CDS	Complement	1665487	1665687	gtfA	Yes	1665507									
CDS	Complement	1667871	1668071	secA2	Yes	1667892	1667937	1667978							
CDS	Complement	1668304	1668504	asp3	Yes	1668365									
CDS	Complement	1669836	1670036	asp2	Yes	1669876	1669974								
CDS	Complement	1671400	1671600	asp1											
CDS	Complement	1672627	1672827	secY2	Yes	1672735									
CDS	Complement	1673361	1673561	SPNHU17_RS08385											
CDS	Complement	1673588	1673788	SPNHU17_RS08390	Yes	1673646									
CDS	Complement	1674785	1674985	SPNHU17_RS08395	Yes	1674867	1674876	1674902							
CDS	Complement	1676014	1676214	SPNHU17_RS08400											
CDS	Complement	1676923	1677123	SPNHU17_RS08405	Yes	1677001	1677029								
CDS	Complement	1679373	1679573	SPNHU17_RS08410											
CDS	Complement	1680393	1680593	SPNHU17_RS08415											
CDS	Complement	1681012	1681212	SPNHU17_RS08420	Yes	1681087	1681119								
CDS	Complement	1681298	1681498	SPNHU17_RS08425											
CDS	Complement	1682216	1682416	SPNHU17_RS08430											
CDS	Complement	1684297	1684497	SPNHU17_RS08435											
CDS	Complement	1684435	1684635	SPNHU17_RS11040	Yes	1684545									
CDS	Complement	1685217	1685417	SPNHU17_RS11045	Yes	1685370									
CDS	Complement	1686556	1686756	SPNHU17_RS11050	Yes	1686674									
CDS	Complement	1687106	1687306	SPNHU17_RS08450											
CDS	Not Complement	1687641	1687841	SPNHU17_RS08455	Yes	1687664	1687670	1687741	1687831						
CDS	Not Complement	1688120	1688320	SPNHU17_RS08460	Yes	1688189									
CDS	Not Complement	1688358	1688558	trxA	Yes	1688359	1688517	1688553							
CDS	Not Complement	1688978	1689178	queF	Yes	1689002									
CDS	Complement	1691235	1691435	SPNHU17_RS08475	Yes	1691287	1691300	1691312	1691322	1691357					
CDS	Complement	1691900	1692100	SPNHU17_RS08480	Yes	1692070									
CDS	Complement	1693942	1694142	pepF											
CDS	Complement	1694696	1694896	SPNHU17_RS08490	Yes	1694785									
CDS	Complement	1695648	1695848	prmA	Yes	1695692	1695766								
CDS	Complement	1696214	1696414	SPNHU17_RS08500											
CDS	Complement	1697283	1697483	SPNHU17_RS08505	Yes	1697461									
CDS	Complement	1697772	1697972	SPNHU17_RS08510	Yes	1697820	1697971								
CDS	Complement	1698515	1698715	SPNHU17_RS08515											
CDS	Complement	1698687	1698887	SPNHU17_RS08520											
CDS	Complement	1698903	1699103	SPNHU17_RS08525											
CDS	Complement	1699219	1699419	SPNHU17_RS08530	Yes	1699323									
CDS	Complement	1699605	1699805	SPNHU17_RS08535	Yes	1699721									
CDS	Not Complement	1699697	1699897	SPNHU17_RS08540	Yes	1699812	1699888								
tRNA	Not Complement	1701233	1701433	SPNHU17_RS08545	Yes	1701238	1701300	1701341							
CDS	Complement	1703032	1703232	SPNHU17_RS08550	Yes	1703130	1703208								
CDS	Complement	1703887	1704087	SPNHU17_RS08555											
CDS	Complement	1704791	1704991	SPNHU17_RS08560	Yes	1704839									
CDS	Complement	1706197	1706397	SPNHU17_RS08565	Yes	1706217	1706268								
CDS	Complement	1707319	1707519	SPNHU17_RS08570	Yes	1707441	1707484								
CDS	Complement	1709162	1709362	mgaSpn											
CDS	Not Complement	1709405	1709605	SPNHU17_RS08580	Yes	1709445	1709494								
CDS	Not Complement	1709653	1709853	amaP	Yes	1709765	1709819	1709843							
CDS	Not Complement	1710231	1710431	SPNHU17_RS08590	Yes	1710303									
CDS	Not Complement	1710440	1710640	SPNHU17_RS08595	Yes	1710581									
CDS	Not Complement	1711079	1711279	SPNHU17_RS08600	Yes	1711126	1711171	1711231	1711273						
CDS	Complement	1711831	1712031	SPNHU17_RS08605											
CDS	Not Complement	1711909	1712109	SPNHU17_RS08610											
CDS	Complement	1713385	1713585	SPNHU17_RS08615	Yes	1713449									
CDS	Complement	1714248	1714448	SPNHU17_RS08620	Yes	1714294	1714352								
CDS	Complement	1715720	1715920	SPNHU17_RS08625	Yes	1715872									
CDS	Complement	1717398	1717598	SPNHU17_RS08630											
CDS	Complement	1717725	1717925	SPNHU17_RS08635	Yes	1717855									
CDS	Complement	1718059	1718259	SPNHU17_RS08640											
CDS	Complement	1718970	1719170	SPNHU17_RS08645	Yes	1719076									
CDS	Complement	1720235	1720435	SPNHU17_RS08650	Yes	1720350	1720430								
CDS	Not Complement	1720315	1720515	SPNHU17_RS08655	Yes	1720508									
CDS	Complement	1722367	1722567	SPNHU17_RS08660											
CDS	Not Complement	1722237	1722437	SPNHU17_RS08665											
CDS	Complement	1723844	1724044	trpA											
CDS	Complement	1725060	1725260	trpB											
CDS	Complement	1725637	1725837	SPNHU17_RS08680	Yes	1725747	1725763	1725786							
CDS	Complement	1726391	1726591	trpC	Yes	1726505									
CDS	Complement	1727392	1727592	trpD											
CDS	Complement	1727969	1728169	SPNHU17_RS08695											
CDS	Complement	1729327	1729527	trpE	Yes	1729376	1729411								
CDS	Complement	1731826	1732026	SPNHU17_RS08705											
CDS	Complement	1732302	1732502	SPNHU17_RS08710											
CDS	Complement	1733108	1733308	SPNHU17_RS08715	Yes	1733166									
CDS	Complement	1734802	1735002	SPNHU17_RS08720	Yes	1734926	1734959								
CDS	Complement	1735824	1736024	SPNHU17_RS08725	Yes	1735887									
CDS	Complement	1736994	1737194	SPNHU17_RS08730											
CDS	Complement	1737678	1737878	SPNHU17_RS08735	Yes	1737739									
CDS	Complement	1738718	1738918	SPNHU17_RS08745											
CDS	Complement	1740861	1741061	pfbA	Yes	1740959	1740985								
CDS	Complement	1743217	1743417	SPNHU17_RS08755	Yes	1743289	1743314								
CDS	Complement	1743952	1744152	SPNHU17_RS08760	Yes	1744016	1744027	1744031	1744070						
CDS	Complement	1745876	1746076	SPNHU17_RS08765											
CDS	Complement	1747611	1747811	SPNHU17_RS08770	Yes	1747639	1747662	1747683							
CDS	Complement	1748269	1748469	SPNHU17_RS08775	Yes	1748456									
CDS	Complement	1748722	1748922	SPNHU17_RS08780	Yes	1748768	1748801	1748844	1748861						
CDS	Not Complement	1748656	1748856	xth											
CDS	Not Complement	1749495	1749695	SPNHU17_RS08790	Yes	1749672									
CDS	Not Complement	1749753	1749953	SPNHU17_RS08795	Yes	1749806									
regulatory	Not Complement	1750264	1750464	riboswitch											
CDS	Not Complement	1750759	1750959	SPNHU17_RS08800	Yes	1750838	1750913								
CDS	Not Complement	1751340	1751540	SPNHU17_RS08805	Yes	1751426	1751457	1751505							
CDS	Complement	1753755	1753955	SPNHU17_RS08810											
CDS	Complement	1754512	1754712	SPNHU17_RS08815	Yes	1754572									
CDS	Complement	1755392	1755592	SPNHU17_RS08820	Yes	1755414									
CDS	Complement	1755953	1756153	SPNHU17_RS08825	Yes	1756018	1756036								
CDS	Complement	1757504	1757704	SPNHU17_RS08830											
CDS	Complement	1758701	1758901	SPNHU17_RS08835	Yes	1758773	1758832								
CDS	Not Complement	1758666	1758866	galR											
CDS	Complement	1760956	1761156	SPNHU17_RS08845	Yes	1761154									
CDS	Complement	1761310	1761510	SPNHU17_RS08850	Yes	1761420	1761487	1761506							
CDS	Complement	1762444	1762644	czcD	Yes	1762518									
CDS	Not Complement	1762377	1762577	sczA											
CDS	Complement	1764086	1764286	pnuC	Yes	1764203									
CDS	Complement	1765951	1766151	SPNHU17_RS08870											
CDS	Complement	1766672	1766872	SPNHU17_RS08875	Yes	1766864									
CDS	Complement	1767451	1767651	SPNHU17_RS08880	Yes	1767505	1767537								
CDS	Complement	1767898	1768098	SPNHU17_RS08885	Yes	1767927	1767984								
CDS	Complement	1768871	1769071	SPNHU17_RS08890	Yes	1768956									
CDS	Complement	1769957	1770157	pepA	Yes	1770062									
CDS	Not Complement	1770158	1770358	SPNHU17_RS08900	Yes	1770181	1770191	1770346	1770352						
CDS	Not Complement	1770875	1771075	SPNHU17_RS08905	Yes	1770892	1770921								
CDS	Not Complement	1771282	1771482	SPNHU17_RS08910	Yes	1771354	1771398	1771418	1771472						
CDS	Not Complement	1772231	1772431	SPNHU17_RS08915	Yes	1772428									
CDS	Not Complement	1773184	1773384	SPNHU17_RS08920	Yes	1773310									
CDS	Not Complement	1774032	1774232	SPNHU17_RS08925	Yes	1774229									
CDS	Complement	1775664	1775864	yidD	Yes	1775766									
CDS	Complement	1776386	1776586	SPNHU17_RS08935	Yes	1776493									
CDS	Complement	1776942	1777142	SPNHU17_RS08940											
CDS	Complement	1777689	1777889	SPNHU17_RS08945	Yes	1777820	1777856								
CDS	Complement	1778429	1778629	xerD	Yes	1778513	1778585	1778595							
CDS	Complement	1778881	1779081	SPNHU17_RS08955	Yes	1779030									
CDS	Complement	1779399	1779599	SPNHU17_RS08960	Yes	1779407									
CDS	Complement	1780346	1780546	SPNHU17_RS08965											
CDS	Complement	1781137	1781337	racE	Yes	1781274									
CDS	Complement	1781592	1781792	SPNHU17_RS08975	Yes	1781713	1781748								
CDS	Complement	1783473	1783673	treC	Yes	1783551									
CDS	Complement	1785618	1785818	treP	Yes	1785811									
CDS	Not Complement	1785603	1785803	treR											
CDS	Complement	1787608	1787808	SPNHU17_RS08995											
CDS	Complement	1788686	1788886	SPNHU17_RS09000	Yes	1788749	1788834	1788884							
CDS	Complement	1789621	1789821	SPNHU17_RS09005	Yes	1789706									
CDS	Complement	1791117	1791317	SPNHU17_RS09010	Yes	1791166	1791179								
CDS	Complement	1793163	1793363	SPNHU17_RS09015	Yes	1793333	1793341	1793354							
CDS	Complement	1795043	1795243	SPNHU17_RS09020	Yes	1795125	1795135								
CDS	Complement	1796623	1796823	gtfA											
CDS	Complement	1797767	1797967	SPNHU17_RS09030	Yes	1797824									
CDS	Complement	1798647	1798847	SPNHU17_RS09035											
CDS	Complement	1799920	1800120	SPNHU17_RS09040	Yes	1799926									
CDS	Complement	1802174	1802374	SPNHU17_RS09045	Yes	1802219	1802238								
CDS	Not Complement	1802082	1802282	SPNHU17_RS09050											
CDS	Not Complement	1802939	1803139	birA	Yes	1802987	1803055	1803099	1803129						
CDS	Complement	1805665	1805865	rlmD	Yes	1805708	1805724	1805729	1805843						
CDS	Not Complement	1805503	1805703	recX											
CDS	Not Complement	1806368	1806568	SPNHU17_RS09070	Yes	1806379	1806430	1806494	1806556						
CDS	Complement	1807693	1807893	SPNHU17_RS09075	Yes	1807858									
CDS	Complement	1809483	1809683	groL											
CDS	Complement	1809783	1809983	groES	Yes	1809872	1809883	1809953							
CDS	Complement	1810448	1810648	SPNHU17_RS09090	Yes	1810482	1810500	1810520	1810546						
CDS	Complement	1811286	1811486	SPNHU17_RS09095	Yes	1811478	1811484								
CDS	Complement	1811948	1812148	SPNHU17_RS09100											
CDS	Complement	1812281	1812481	SPNHU17_RS09105	Yes	1812429									
CDS	Complement	1812577	1812777	SPNHU17_RS09110	Yes	1812622	1812653								
CDS	Complement	1812877	1813077	SPNHU17_RS11055											
CDS	Complement	1813003	1813203	SPNHU17_RS11060	Yes	1813132	1813193								
CDS	Complement	1813933	1814133	SPNHU17_RS09120	Yes	1814024	1814042	1814096							
CDS	Complement	1814385	1814585	SPNHU17_RS09125	Yes	1814514									
CDS	Complement	1815002	1815202	SPNHU17_RS09130											
CDS	Complement	1815361	1815561	SPNHU17_RS09135	Yes	1815399									
CDS	Complement	1816458	1816658	SPNHU17_RS11065	Yes	1816486	1816586								
CDS	Complement	1817286	1817486	SPNHU17_RS11070											
CDS	Complement	1817773	1817973	SPNHU17_RS09145											
CDS	Complement	1818613	1818813	SPNHU17_RS09150	Yes	1818686									
CDS	Complement	1820909	1821109	ply	Yes	1820969									
CDS	Complement	1821330	1821530	SPNHU17_RS09160											
CDS	Complement	1821931	1822131	SPNHU17_RS09165											
CDS	Complement	1822402	1822602	SPNHU17_RS09170	Yes	1822504									
CDS	Not Complement	1822327	1822527	SPNHU17_RS09175											
CDS	Not Complement	1823607	1823807	SPNHU17_RS09180	Yes	1823730	1823764	1823801							
CDS	Not Complement	1824467	1824667	SPNHU17_RS09185	Yes	1824547	1824617								
CDS	Not Complement	1825545	1825745	SPNHU17_RS09190	Yes	1825676	1825699								
CDS	Not Complement	1826561	1826761	SPNHU17_RS09195	Yes	1826651	1826669	1826705							
CDS	Not Complement	1828257	1828457	SPNHU17_RS09200	Yes	1828339									
CDS	Not Complement	1829005	1829205	SPNHU17_RS09205	Yes	1829007	1829084	1829114	1829201						
CDS	Not Complement	1829614	1829814	SPNHU17_RS09210	Yes	1829627	1829640	1829712							
CDS	Complement	1833044	1833244	SPNHU17_RS09215	Yes	1833089									
CDS	Complement	1833654	1833854	SPNHU17_RS09220	Yes	1833753									
CDS	Complement	1834639	1834839	SPNHU17_RS09225	Yes	1834787									
CDS	Complement	1835472	1835672	SPNHU17_RS09230	Yes	1835523	1835560								
CDS	Complement	1835960	1836160	SPNHU17_RS09235	Yes	1836001									
CDS	Complement	1836212	1836412	SPNHU17_RS09240											
CDS	Complement	1836360	1836560	SPNHU17_RS09245											
CDS	Complement	1837662	1837862	lytA	Yes	1837716									
CDS	Complement	1839408	1839608	SPNHU17_RS09255	Yes	1839447	1839475	1839599							
CDS	Complement	1840881	1841081	recA											
CDS	Complement	1842192	1842392	SPNHU17_RS09265	Yes	1842228									
CDS	Complement	1843293	1843493	SPNHU17_RS09270											
CDS	Complement	1843819	1844019	SPNHU17_RS09275	Yes	1843868									
CDS	Complement	1844252	1844452	tsaE	Yes	1844347	1844383	1844402							
CDS	Complement	1844958	1845158	SPNHU17_RS09285	Yes	1844998	1845075								
CDS	Complement	1846204	1846404	SPNHU17_RS09290	Yes	1846277	1846373	1846379	1846400						
CDS	Not Complement	1846676	1846876	SPNHU17_RS09295	Yes	1846688	1846754	1846772	1846780						
CDS	Not Complement	1847075	1847275	SPNHU17_RS09300											
CDS	Not Complement	1849092	1849292	SPNHU17_RS09305	Yes	1849099	1849177	1849251	1849255						
CDS	Complement	1851265	1851465	ndk	Yes	1851317	1851327								
CDS	Complement	1855053	1855253	rpoC											
CDS	Complement	1858697	1858897	rpoB	Yes	1858843									
tRNA	Not Complement	1858913	1859113	SPNHU17_RS09325	Yes	1859020	1859065	1859081							
CDS	Complement	1860712	1860912	SPNHU17_RS09330	Yes	1860888									
CDS	Complement	1861827	1862027	endA	Yes	1861848									
CDS	Complement	1862054	1862254	SPNHU17_RS09340	Yes	1862116	1862222								
CDS	Complement	1863330	1863530	murA	Yes	1863408									
CDS	Complement	1863584	1863784	SPNHU17_RS09350	Yes	1863628									
CDS	Complement	1864679	1864879	SPNHU17_RS09355											
CDS	Complement	1865151	1865351	coaD	Yes	1865268	1865339								
CDS	Complement	1865680	1865880	rsmD	Yes	1865717	1865721								
CDS	Complement	1866737	1866937	asnA	Yes	1866789	1866794	1866801	1866889						
CDS	Complement	1867533	1867733	SPNHU17_RS09375											
CDS	Complement	1868329	1868529	SPNHU17_RS09380	Yes	1868334	1868444	1868495							
