Type	Complement Status	Start	End	Gene/Locus Tag	Strand Present?	Position(s)	Position(s) 2	Position(s) 3	Position(s) 4	Position(s) 5	Position(s) 6	Position(s) 7	Position(s) 8	Position(s) 9	Position(s) 10	
CDS	Complement	1569382	1569582	SPNHU17_RS07895	Yes	1569509	1569520	1569557								
CDS	Complement	1570063	1570263	SPNHU17_RS07900												
CDS	Complement	1571327	1571527	ftsZ	Yes	1571339	1571395									
CDS	Complement	1572717	1572917	ftsA	Yes	1572748	1572836	1572845								
CDS	Complement	1573640	1573840	SPNHU17_RS07915	Yes	1573668	1573808									
CDS	Complement	1574342	1574542	SPNHU17_RS07920	Yes	1574346	1574424	1574473								
CDS	Complement	1575702	1575902	SPNHU17_RS07925	Yes	1575705	1575782	1575821								
CDS	Complement	1576829	1577029	SPNHU17_RS07930	Yes	1576955	1577026									
CDS	Complement	1577602	1577802	recR	Yes	1577608	1577613	1577798								
CDS	Complement	1579670	1579870	pbp2b	Yes	1579673	1579744	1579753	1579866							
CDS	Not Complement	1579670	1579870	SPNHU17_RS07945												
CDS	Complement	1581621	1581821	SPNHU17_RS07950	Yes	1581662	1581765	1581796								
CDS	Complement	1582556	1582756	SPNHU17_RS07955	Yes	1582564	1582583	1582601	1582639	1582670	1582711	1582749				
CDS	Complement	1583369	1583569	SPNHU17_RS07960	Yes	1583391	1583407	1583428	1583461	1583476						
CDS	Complement	1583636	1583836	SPNHU17_RS11020												
CDS	Complement	1583990	1584190	SPNHU17_RS07965	Yes	1584015	1584038	1584117	1584128							
CDS	Complement	1584539	1584739	SPNHU17_RS07970	Yes	1584547	1584556	1584705								
CDS	Complement	1585650	1585850	SPNHU17_RS07975	Yes	1585664	1585685	1585788								
CDS	Complement	1586532	1586732	SPNHU17_RS07980	Yes	1586551	1586571	1586595	1586663	1586674	1586702					
CDS	Complement	1588112	1588312	SPNHU17_RS07985	Yes	1588167	1588181	1588186	1588260							
CDS	Complement	1589754	1589954	SPNHU17_RS07990	Yes	1589896										
CDS	Complement	1590471	1590671	SPNHU17_RS07995	Yes	1590479	1590488	1590495	1590503	1590539	1590564	1590570	1590611	1590665		
CDS	Complement	1591754	1591954	SPNHU17_RS08000	Yes	1591762	1591790	1591834	1591856							
CDS	Complement	1593860	1594060	nanB	Yes	1593867	1593875	1594000	1594044							
CDS	Complement	1594711	1594911	SPNHU17_RS08010	Yes	1594718	1594731									
CDS	Complement	1595595	1595795	SPNHU17_RS08015	Yes	1595637	1595660	1595712	1595731							
CDS	Complement	1597011	1597211	SPNHU17_RS08020	Yes	1597025	1597063	1597162	1597186							
CDS	Complement	1597482	1597682	SPNHU17_RS08025	Yes	1597500	1597514	1597550								
CDS	Complement	1601859	1602059	nanA	Yes	1601891	1601946	1602014	1602026							
CDS	Complement	1602374	1602574	SPNHU17_RS08035	Yes	1602389	1602423	1602537	1602568							
CDS	Complement	1604464	1604664	SPNHU17_RS08040	Yes	1604617										
CDS	Complement	1606796	1606996	recG	Yes	1606810	1606815	1606910								
CDS	Complement	1607918	1608118	alr	Yes	1607925	1607987									
CDS	Complement	1608270	1608470	acpS	Yes	1608312	1608365									
CDS	Complement	1609346	1609546	SPNHU17_RS08060	Yes	1609374	1609398	1609512								
CDS	Complement	1610379	1610579	SPNHU17_RS08065	Yes	1610429	1610473									
CDS	Complement	1612973	1613173	secA	Yes	1612980	1613045	1613088								
CDS	Complement	1613406	1613606	SPNHU17_RS08075	Yes	1613458	1613533	1613540	1613582							
CDS	Complement	1614067	1614267	SPNHU17_RS08080	Yes	1614080	1614089									
CDS	Complement	1614712	1614912	SPNHU17_RS08085	Yes	1614728	1614777									
CDS	Complement	1615496	1615696	SPNHU17_RS08090												
CDS	Complement	1615706	1615906	SPNHU17_RS11025	Yes	1615720	1615889	1615898								
CDS	Complement	1615909	1616109	SPNHU17_RS11030	Yes	1615915	1615921	1615926	1616039	1616061						
CDS	Not Complement	1616036	1616236	SPNHU17_RS08100	Yes	1616110	1616151	1616184								
CDS	Not Complement	1616595	1616795	SPNHU17_RS11035	Yes	1616736	1616740									
CDS	Complement	1617678	1617878	SPNHU17_RS08105	Yes	1617706	1617715	1617871								
CDS	Complement	1618153	1618353	SPNHU17_RS08110	Yes	1618189	1618257	1618315								
CDS	Complement	1619554	1619754	der	Yes	1619560	1619568	1619599								
CDS	Complement	1620281	1620481	SPNHU17_RS08120	Yes	1620361	1620369	1620445								
CDS	Complement	1621174	1621374	dnaI	Yes	1621192	1621243	1621255	1621337							
CDS	Complement	1622344	1622544	SPNHU17_RS08130	Yes	1622353	1622360	1622515	1622521	1622526	1622540					
CDS	Complement	1622818	1623018	nrdR	Yes	1622824	1622840	1622845								
CDS	Not Complement	1622758	1622958	SPNHU17_RS08140												
CDS	Not Complement	1623128	1623328	SPNHU17_RS08145	Yes	1623250										
CDS	Not Complement	1623840	1624040	SPNHU17_RS08150	Yes	1623872	1623887									
CDS	Complement	1626359	1626559	SPNHU17_RS08155	Yes	1626391	1626494	1626544								
CDS	Complement	1627249	1627449	SPNHU17_RS08160	Yes	1627254	1627268									
CDS	Not Complement	1627756	1627956	SPNHU17_RS08165	Yes	1627818	1627883	1627923								
CDS	Not Complement	1628359	1628559	SPNHU17_RS08170	Yes	1628475	1628509									
CDS	Complement	1630383	1630583	SPNHU17_RS08175	Yes	1630407	1630458	1630514	1630541							
CDS	Complement	1632415	1632615	SPNHU17_RS08180	Yes	1632581										
CDS	Complement	1632739	1632939	SPNHU17_RS08185												
CDS	Not Complement	1632592	1632792	SPNHU17_RS08190												
CDS	Not Complement	1634027	1634227	SPNHU17_RS08195	Yes	1634117	1634143									
CDS	Complement	1636501	1636701	SPNHU17_RS08200	Yes	1636509	1636545	1636569	1636599	1636632						
CDS	Complement	1637673	1637873	SPNHU17_RS08205												
CDS	Complement	1638052	1638252	SPNHU17_RS08210												
CDS	Complement	1639204	1639404	SPNHU17_RS08215												
CDS	Complement	1639964	1640164	SPNHU17_RS08220	Yes	1639970	1640153									
CDS	Complement	1642058	1642258	pknB												
CDS	Complement	1642795	1642995	SPNHU17_RS08230	Yes	1642894										
CDS	Complement	1644123	1644323	rsmB	Yes	1644257	1644288									
CDS	Complement	1645051	1645251	fmt	Yes	1645117										
CDS	Complement	1647460	1647660	SPNHU17_RS08245	Yes	1647537	1647552	1647577	1647582	1647606	1647641					
CDS	Complement	1647840	1648040	rpoZ	Yes	1647858	1648026									
CDS	Complement	1648491	1648691	gmk	Yes	1648528	1648572	1648604	1648616	1648676						
CDS	Complement	1650234	1650434	SPNHU17_RS08260	Yes	1650307	1650417									
CDS	Complement	1650679	1650879	SPNHU17_RS08265	Yes	1650787										
CDS	Complement	1650937	1651137	SPNHU17_RS08270	Yes	1650963	1651015	1651020	1651125							
CDS	Complement	1652272	1652472	SPNHU17_RS08275	Yes	1652320										
CDS	Complement	1653022	1653222	SPNHU17_RS08280	Yes	1653110	1653141	1653187								
CDS	Complement	1653695	1653895	rsfS	Yes	1653785										
CDS	Complement	1654208	1654408	SPNHU17_RS08290	Yes	1654221	1654250	1654313								
CDS	Complement	1654802	1655002	yqeK	Yes	1654865										
CDS	Complement	1655431	1655631	SPNHU17_RS08300	Yes	1655451	1655478	1655491	1655501	1655521	1655525	1655590	1655605	1655626		
CDS	Complement	1655794	1655994	yhbY	Yes	1655801	1655857	1655867	1655887							
CDS	Complement	1657100	1657300	yqeH	Yes	1657141	1657152									
CDS	Complement	1657630	1657830	SPNHU17_RS08315	Yes	1657644	1657657	1657666								
CDS	Complement	1658553	1658753	SPNHU17_RS08320	Yes	1658559	1658650									
CDS	Complement	1659170	1659370	SPNHU17_RS08325	Yes	1659188	1659204									
CDS	Not Complement	1659109	1659309	sstT												
CDS	Not Complement	1660385	1660585	SPNHU17_RS08335												
CDS	Complement	1662460	1662660	SPNHU17_RS08340	Yes	1662551	1662563	1662569	1662591							
CDS	Complement	1662644	1662844	asp4	Yes	1662675	1662801									
CDS	Complement	1663983	1664183	gtfB	Yes	1664006	1664017	1664026	1664089							
CDS	Complement	1665487	1665687	gtfA	Yes	1665493	1665522	1665592	1665646							
CDS	Complement	1667871	1668071	secA2	Yes	1667984	1667992	1668004	1668058							
CDS	Complement	1668304	1668504	asp3	Yes	1668310	1668477	1668487								
CDS	Complement	1669836	1670036	asp2	Yes	1669859	1669869	1670032								
CDS	Complement	1671400	1671600	asp1	Yes	1671532										
CDS	Complement	1672627	1672827	secY2	Yes	1672685	1672700									
CDS	Complement	1673361	1673561	SPNHU17_RS08385	Yes	1673393	1673447	1673489	1673545							
CDS	Complement	1673588	1673788	SPNHU17_RS08390	Yes	1673709	1673720									
CDS	Complement	1674785	1674985	SPNHU17_RS08395	Yes	1674833	1674883	1674957								
CDS	Complement	1676014	1676214	SPNHU17_RS08400	Yes	1676040	1676080	1676095	1676144							
CDS	Complement	1676923	1677123	SPNHU17_RS08405	Yes	1676970	1677058									
CDS	Complement	1679373	1679573	SPNHU17_RS08410	Yes	1679484										
CDS	Complement	1680393	1680593	SPNHU17_RS08415	Yes	1680445	1680583									
CDS	Complement	1681012	1681212	SPNHU17_RS08420	Yes	1681104	1681131									
CDS	Complement	1681298	1681498	SPNHU17_RS08425	Yes	1681310	1681333	1681366								
CDS	Complement	1682216	1682416	SPNHU17_RS08430	Yes	1682227	1682239	1682305	1682353	1682365	1682401					
CDS	Complement	1684297	1684497	SPNHU17_RS08435	Yes	1684308	1684388									
CDS	Complement	1684435	1684635	SPNHU17_RS11040	Yes	1684509										
CDS	Complement	1685217	1685417	SPNHU17_RS11045	Yes	1685406										
CDS	Complement	1686556	1686756	SPNHU17_RS11050	Yes	1686634	1686678	1686683	1686696							
CDS	Complement	1687106	1687306	SPNHU17_RS08450												
CDS	Not Complement	1687641	1687841	SPNHU17_RS08455	Yes	1687805										
CDS	Not Complement	1688120	1688320	SPNHU17_RS08460	Yes	1688212	1688259									
CDS	Not Complement	1688358	1688558	trxA	Yes	1688373										
CDS	Not Complement	1688978	1689178	queF	Yes	1689043	1689158									
CDS	Complement	1691235	1691435	SPNHU17_RS08475	Yes	1691239	1691243	1691253	1691294	1691376	1691398					
CDS	Complement	1691900	1692100	SPNHU17_RS08480	Yes	1691920										
CDS	Complement	1693942	1694142	pepF	Yes	1693946	1693959	1694012	1694072	1694078	1694135					
CDS	Complement	1694696	1694896	SPNHU17_RS08490	Yes	1694734	1694778									
CDS	Complement	1695648	1695848	prmA	Yes	1695786										
CDS	Complement	1696214	1696414	SPNHU17_RS08500	Yes	1696242	1696263	1696276	1696309	1696354						
CDS	Complement	1697283	1697483	SPNHU17_RS08505	Yes	1697351										
CDS	Complement	1697772	1697972	SPNHU17_RS08510	Yes	1697785	1697916	1697932	1697940							
CDS	Complement	1698515	1698715	SPNHU17_RS08515	Yes	1698518	1698571	1698584	1698690							
CDS	Complement	1698687	1698887	SPNHU17_RS08520	Yes	1698743	1698756	1698801	1698813							
CDS	Complement	1698903	1699103	SPNHU17_RS08525	Yes	1699040										
CDS	Complement	1699219	1699419	SPNHU17_RS08530	Yes	1699270	1699291	1699334	1699392	1699402						
CDS	Complement	1699605	1699805	SPNHU17_RS08535	Yes	1699625	1699663									
CDS	Not Complement	1699697	1699897	SPNHU17_RS08540												
tRNA	Not Complement	1701233	1701433	SPNHU17_RS08545	Yes	1701408	1701429									
CDS	Complement	1703032	1703232	SPNHU17_RS08550	Yes	1703090										
CDS	Complement	1703887	1704087	SPNHU17_RS08555												
CDS	Complement	1704791	1704991	SPNHU17_RS08560	Yes	1704864	1704922	1704964								
CDS	Complement	1706197	1706397	SPNHU17_RS08565	Yes	1706204	1706223	1706274	1706304	1706383						
CDS	Complement	1707319	1707519	SPNHU17_RS08570	Yes	1707335	1707376	1707455	1707496	1707508						
CDS	Complement	1709162	1709362	mgaSpn	Yes	1709173	1709251	1709268	1709307							
CDS	Not Complement	1709405	1709605	SPNHU17_RS08580	Yes	1709458										
CDS	Not Complement	1709653	1709853	amaP	Yes	1709776										
CDS	Not Complement	1710231	1710431	SPNHU17_RS08590	Yes	1710233										
CDS	Not Complement	1710440	1710640	SPNHU17_RS08595	Yes	1710488	1710637									
CDS	Not Complement	1711079	1711279	SPNHU17_RS08600	Yes	1711155										
CDS	Complement	1711831	1712031	SPNHU17_RS08605	Yes	1711888	1711904	1711919	1711932	1711953	1712023					
CDS	Not Complement	1711909	1712109	SPNHU17_RS08610												
CDS	Complement	1713385	1713585	SPNHU17_RS08615	Yes	1713409	1713461									
CDS	Complement	1714248	1714448	SPNHU17_RS08620	Yes	1714269	1714368	1714400	1714424	1714440						
CDS	Complement	1715720	1715920	SPNHU17_RS08625	Yes	1715733	1715785	1715886								
CDS	Complement	1717398	1717598	SPNHU17_RS08630	Yes	1717419	1717450	1717524	1717554							
CDS	Complement	1717725	1717925	SPNHU17_RS08635	Yes	1717759	1717849	1717924								
CDS	Complement	1718059	1718259	SPNHU17_RS08640	Yes	1718222	1718235									
CDS	Complement	1718970	1719170	SPNHU17_RS08645	Yes	1719002										
CDS	Complement	1720235	1720435	SPNHU17_RS08650	Yes	1720244										
CDS	Not Complement	1720315	1720515	SPNHU17_RS08655												
CDS	Complement	1722367	1722567	SPNHU17_RS08660	Yes	1722373	1722395	1722411	1722458	1722485	1722509					
CDS	Not Complement	1722237	1722437	SPNHU17_RS08665												
CDS	Complement	1723844	1724044	trpA	Yes	1723944	1723969									
CDS	Complement	1725060	1725260	trpB	Yes	1725094										
CDS	Complement	1725637	1725837	SPNHU17_RS08680	Yes	1725671										
CDS	Complement	1726391	1726591	trpC	Yes	1726423	1726534	1726559	1726579	1726588						
CDS	Complement	1727392	1727592	trpD	Yes	1727401	1727573									
CDS	Complement	1727969	1728169	SPNHU17_RS08695	Yes	1728019										
CDS	Complement	1729327	1729527	trpE	Yes	1729336	1729342	1729441	1729521							
CDS	Complement	1731826	1732026	SPNHU17_RS08705	Yes	1731829	1731949	1731976	1732001							
CDS	Complement	1732302	1732502	SPNHU17_RS08710	Yes	1732399	1732409	1732445								
CDS	Complement	1733108	1733308	SPNHU17_RS08715	Yes	1733117	1733227									
CDS	Complement	1734802	1735002	SPNHU17_RS08720	Yes	1734861	1734921									
CDS	Complement	1735824	1736024	SPNHU17_RS08725	Yes	1735870	1735926	1735956	1735979	1736011						
CDS	Complement	1736994	1737194	SPNHU17_RS08730	Yes	1737033	1737123									
CDS	Complement	1737678	1737878	SPNHU17_RS08735	Yes	1737746	1737788	1737804	1737827							
CDS	Complement	1738718	1738918	SPNHU17_RS08745	Yes	1738833	1738857	1738863								
CDS	Complement	1740861	1741061	pfbA	Yes	1740877	1740927									
CDS	Complement	1743217	1743417	SPNHU17_RS08755	Yes	1743248	1743355	1743401								
CDS	Complement	1743952	1744152	SPNHU17_RS08760	Yes	1743996	1744051	1744126								
CDS	Complement	1745876	1746076	SPNHU17_RS08765	Yes	1745895	1746059									
CDS	Complement	1747611	1747811	SPNHU17_RS08770	Yes	1747623	1747790									
CDS	Complement	1748269	1748469	SPNHU17_RS08775	Yes	1748320										
CDS	Complement	1748722	1748922	SPNHU17_RS08780	Yes	1748730	1748740	1748782								
CDS	Not Complement	1748656	1748856	xth												
CDS	Not Complement	1749495	1749695	SPNHU17_RS08790	Yes	1749691										
CDS	Not Complement	1749753	1749953	SPNHU17_RS08795	Yes	1749812	1749818	1749822	1749933							
regulatory	Not Complement	1750264	1750464	riboswitch	Yes	1750321										
CDS	Not Complement	1750759	1750959	SPNHU17_RS08800												
CDS	Not Complement	1751340	1751540	SPNHU17_RS08805												
CDS	Complement	1753755	1753955	SPNHU17_RS08810	Yes	1753759	1753801									
CDS	Complement	1754512	1754712	SPNHU17_RS08815	Yes	1754546	1754567	1754578								
CDS	Complement	1755392	1755592	SPNHU17_RS08820	Yes	1755438	1755458									
CDS	Complement	1755953	1756153	SPNHU17_RS08825	Yes	1755959	1755972									
CDS	Complement	1757504	1757704	SPNHU17_RS08830												
CDS	Complement	1758701	1758901	SPNHU17_RS08835	Yes	1758753	1758757	1758777								
CDS	Not Complement	1758666	1758866	galR												
CDS	Complement	1760956	1761156	SPNHU17_RS08845	Yes	1760967	1761052	1761088								
CDS	Complement	1761310	1761510	SPNHU17_RS08850	Yes	1761331										
CDS	Complement	1762444	1762644	czcD	Yes	1762449										
CDS	Not Complement	1762377	1762577	sczA												
CDS	Complement	1764086	1764286	pnuC	Yes	1764092	1764131	1764178								
CDS	Complement	1765951	1766151	SPNHU17_RS08870	Yes	1766036										
CDS	Complement	1766672	1766872	SPNHU17_RS08875	Yes	1766762	1766844									
CDS	Complement	1767451	1767651	SPNHU17_RS08880	Yes	1767468	1767479	1767499	1767526	1767566	1767593	1767645				
CDS	Complement	1767898	1768098	SPNHU17_RS08885	Yes	1767974	1768046									
CDS	Complement	1768871	1769071	SPNHU17_RS08890	Yes	1768935	1769058									
CDS	Complement	1769957	1770157	pepA	Yes	1769960	1769973	1769977	1770027	1770132						
CDS	Not Complement	1770158	1770358	SPNHU17_RS08900	Yes	1770175	1770209	1770216	1770273	1770293	1770320					
CDS	Not Complement	1770875	1771075	SPNHU17_RS08905												
CDS	Not Complement	1771282	1771482	SPNHU17_RS08910	Yes	1771452										
CDS	Not Complement	1772231	1772431	SPNHU17_RS08915												
CDS	Not Complement	1773184	1773384	SPNHU17_RS08920												
CDS	Not Complement	1774032	1774232	SPNHU17_RS08925												
CDS	Complement	1775664	1775864	yidD	Yes	1775670	1775705									
CDS	Complement	1776386	1776586	SPNHU17_RS08935	Yes	1776402	1776420	1776541								
CDS	Complement	1776942	1777142	SPNHU17_RS08940	Yes	1776947	1776984	1776996								
CDS	Complement	1777689	1777889	SPNHU17_RS08945	Yes	1777703	1777745	1777766	1777827	1777881						
CDS	Complement	1778429	1778629	xerD												
CDS	Complement	1778881	1779081	SPNHU17_RS08955												
CDS	Complement	1779399	1779599	SPNHU17_RS08960	Yes	1779423	1779461	1779536	1779593							
CDS	Complement	1780346	1780546	SPNHU17_RS08965	Yes	1780378	1780474									
CDS	Complement	1781137	1781337	racE	Yes	1781150	1781162	1781324								
CDS	Complement	1781592	1781792	SPNHU17_RS08975	Yes	1781600	1781609	1781625	1781671	1781708						
CDS	Complement	1783473	1783673	treC	Yes	1783480	1783488	1783534	1783642							
CDS	Complement	1785618	1785818	treP	Yes	1785732										
CDS	Not Complement	1785603	1785803	treR												
CDS	Complement	1787608	1787808	SPNHU17_RS08995	Yes	1787611	1787651	1787693								
CDS	Complement	1788686	1788886	SPNHU17_RS09000	Yes	1788689										
CDS	Complement	1789621	1789821	SPNHU17_RS09005	Yes	1789636	1789809									
CDS	Complement	1791117	1791317	SPNHU17_RS09010	Yes	1791125	1791220	1791240	1791244	1791255	1791267	1791304				
CDS	Complement	1793163	1793363	SPNHU17_RS09015	Yes	1793167	1793242	1793274								
CDS	Complement	1795043	1795243	SPNHU17_RS09020	Yes	1795056	1795142									
CDS	Complement	1796623	1796823	gtfA	Yes	1796640	1796753	1796761								
CDS	Complement	1797767	1797967	SPNHU17_RS09030	Yes	1797789	1797796									
CDS	Complement	1798647	1798847	SPNHU17_RS09035	Yes	1798679										
CDS	Complement	1799920	1800120	SPNHU17_RS09040	Yes	1800022	1800119									
CDS	Complement	1802174	1802374	SPNHU17_RS09045	Yes	1802227	1802295									
CDS	Not Complement	1802082	1802282	SPNHU17_RS09050												
CDS	Not Complement	1802939	1803139	birA	Yes	1803033	1803051									
CDS	Complement	1805665	1805865	rlmD												
CDS	Not Complement	1805503	1805703	recX												
CDS	Not Complement	1806368	1806568	SPNHU17_RS09070	Yes	1806445	1806485									
CDS	Complement	1807693	1807893	SPNHU17_RS09075	Yes	1807850										
CDS	Complement	1809483	1809683	groL	Yes	1809493	1809552									
CDS	Complement	1809783	1809983	groES	Yes	1809791	1809897									
CDS	Complement	1810448	1810648	SPNHU17_RS09090	Yes	1810454	1810513	1810524								
CDS	Complement	1811286	1811486	SPNHU17_RS09095	Yes	1811294	1811337	1811456								
CDS	Complement	1811948	1812148	SPNHU17_RS09100	Yes	1811954	1811961	1811970	1812038	1812050						
CDS	Complement	1812281	1812481	SPNHU17_RS09105	Yes	1812316	1812385	1812415								
CDS	Complement	1812577	1812777	SPNHU17_RS09110												
CDS	Complement	1812877	1813077	SPNHU17_RS11055	Yes	1813001										
CDS	Complement	1813003	1813203	SPNHU17_RS11060	Yes	1813160										
CDS	Complement	1813933	1814133	SPNHU17_RS09120	Yes	1813952	1813962									
CDS	Complement	1814385	1814585	SPNHU17_RS09125	Yes	1814398										
CDS	Complement	1815002	1815202	SPNHU17_RS09130	Yes	1815022	1815044	1815088	1815112							
CDS	Complement	1815361	1815561	SPNHU17_RS09135	Yes	1815374	1815530	1815538								
CDS	Complement	1816458	1816658	SPNHU17_RS11065												
CDS	Complement	1817286	1817486	SPNHU17_RS11070	Yes	1817300	1817323	1817378								
CDS	Complement	1817773	1817973	SPNHU17_RS09145	Yes	1817823	1817839	1817867	1817968							
CDS	Complement	1818613	1818813	SPNHU17_RS09150	Yes	1818631	1818646	1818675	1818748							
CDS	Complement	1820909	1821109	ply	Yes	1821003										
CDS	Complement	1821330	1821530	SPNHU17_RS09160	Yes	1821349	1821403									
CDS	Complement	1821931	1822131	SPNHU17_RS09165	Yes	1821934	1822003	1822074	1822085	1822114	1822118					
CDS	Complement	1822402	1822602	SPNHU17_RS09170	Yes	1822418										
CDS	Not Complement	1822327	1822527	SPNHU17_RS09175												
CDS	Not Complement	1823607	1823807	SPNHU17_RS09180	Yes	1823613										
CDS	Not Complement	1824467	1824667	SPNHU17_RS09185	Yes	1824492	1824555									
CDS	Not Complement	1825545	1825745	SPNHU17_RS09190												
CDS	Not Complement	1826561	1826761	SPNHU17_RS09195												
CDS	Not Complement	1828257	1828457	SPNHU17_RS09200	Yes	1828299										
CDS	Not Complement	1829005	1829205	SPNHU17_RS09205	Yes	1829181	1829189									
CDS	Not Complement	1829614	1829814	SPNHU17_RS09210	Yes	1829751										
CDS	Complement	1833044	1833244	SPNHU17_RS09215	Yes	1833181	1833231									
CDS	Complement	1833654	1833854	SPNHU17_RS09220	Yes	1833688	1833827	1833846								
CDS	Complement	1834639	1834839	SPNHU17_RS09225	Yes	1834647	1834806	1834836								
CDS	Complement	1835472	1835672	SPNHU17_RS09230	Yes	1835573	1835618	1835630								
CDS	Complement	1835960	1836160	SPNHU17_RS09235	Yes	1836088	1836119									
CDS	Complement	1836212	1836412	SPNHU17_RS09240	Yes	1836228	1836237	1836332								
CDS	Complement	1836360	1836560	SPNHU17_RS09245												
CDS	Complement	1837662	1837862	lytA	Yes	1837728										
CDS	Complement	1839408	1839608	SPNHU17_RS09255	Yes	1839429	1839537	1839593								
CDS	Complement	1840881	1841081	recA												
CDS	Complement	1842192	1842392	SPNHU17_RS09265	Yes	1842197	1842245	1842342								
CDS	Complement	1843293	1843493	SPNHU17_RS09270	Yes	1843298	1843343									
CDS	Complement	1843819	1844019	SPNHU17_RS09275	Yes	1843842	1843904	1843948								
CDS	Complement	1844252	1844452	tsaE	Yes	1844277	1844293	1844336								
CDS	Complement	1844958	1845158	SPNHU17_RS09285	Yes	1845013										
CDS	Complement	1846204	1846404	SPNHU17_RS09290	Yes	1846238	1846387									
CDS	Not Complement	1846676	1846876	SPNHU17_RS09295	Yes	1846812	1846837	1846847	1846857							
CDS	Not Complement	1847075	1847275	SPNHU17_RS09300	Yes	1847244										
CDS	Not Complement	1849092	1849292	SPNHU17_RS09305	Yes	1849165	1849191									
CDS	Complement	1851265	1851465	ndk	Yes	1851291	1851310	1851333	1851390	1851402	1851435	1851443				
CDS	Complement	1855053	1855253	rpoC	Yes	1855059	1855068	1855134	1855184	1855196						
CDS	Complement	1858697	1858897	rpoB	Yes	1858747	1858801	1858879								
tRNA	Not Complement	1858913	1859113	SPNHU17_RS09325	Yes	1858920	1858977	1859011	1859090							
CDS	Complement	1860712	1860912	SPNHU17_RS09330	Yes	1860785	1860840	1860850	1860861							
CDS	Complement	1861827	1862027	endA	Yes	1861832	1861873									
CDS	Complement	1862054	1862254	SPNHU17_RS09340	Yes	1862163										
CDS	Complement	1863330	1863530	murA	Yes	1863339	1863466	1863500								
CDS	Complement	1863584	1863784	SPNHU17_RS09350	Yes	1863657	1863702	1863756								
CDS	Complement	1864679	1864879	SPNHU17_RS09355	Yes	1864682	1864689									
CDS	Complement	1865151	1865351	coaD	Yes	1865185	1865212	1865293								
CDS	Complement	1865680	1865880	rsmD	Yes	1865759										
CDS	Complement	1866737	1866937	asnA	Yes	1866782	1866840									
CDS	Complement	1867533	1867733	SPNHU17_RS09375	Yes	1867540	1867548	1867562	1867687	1867722						
CDS	Complement	1868329	1868529	SPNHU17_RS09380	Yes	1868414										
CDS	Not Complement	1868163	1868363	SPNHU17_RS09385												
CDS	Not Complement	1868519	1868719	yidC	Yes	1868571	1868609									
CDS	Complement	1870514	1870714	pflA	Yes	1870613	1870619	1870625								
CDS	Complement	1871890	1872090	SPNHU17_RS09400	Yes	1872061										
CDS	Complement	1872784	1872984	purR	Yes	1872787	1872793	1872955								
CDS	Complement	1873992	1874192	SPNHU17_RS09410	Yes	1874008										
CDS	Complement	1875238	1875438	SPNHU17_RS09415												
CDS	Complement	1875902	1876102	SPNHU17_RS09420	Yes	1876008	1876026	1876068								
CDS	Complement	1876521	1876721	rpe	Yes	1876528	1876570	1876582	1876588							
CDS	Complement	1877410	1877610	rsgA												
CDS	Complement	1878284	1878484	rsmA	Yes	1878297	1878373	1878474								
CDS	Complement	1878723	1878923	SPNHU17_RS09440	Yes	1878734	1878751	1878808	1878815	1878853	1878905					
CDS	Complement	1879357	1879557	SPNHU17_RS09445	Yes	1879366	1879371									
CDS	Complement	1881389	1881589	SPNHU17_RS09450	Yes	1881395	1881493	1881572								
CDS	Complement	1881762	1881962	SPNHU17_RS09455	Yes	1881811	1881870									
CDS	Complement	1882975	1883175	SPNHU17_RS09460	Yes	1883046	1883062									
CDS	Complement	1883607	1883807	rnmV	Yes	1883735	1883780									
CDS	Complement	1884380	1884580	SPNHU17_RS09470	Yes	1884399	1884443	1884449	1884489							
CDS	Complement	1885584	1885784	SPNHU17_RS09475	Yes	1885592	1885717	1885757								
CDS	Complement	1886002	1886202	rpmH	Yes	1886094	1886125	1886135	1886165	1886185						
CDS	Complement	1887361	1887561	SPNHU17_RS09485	Yes	1887369	1887446									
CDS	Complement	1887810	1888010	SPNHU17_RS09490	Yes	1887832	1887845	1887968								
CDS	Not Complement	1887772	1887972	SPNHU17_RS09495												
CDS	Complement	1889784	1889984	SPNHU17_RS09500	Yes	1889895	1889957									
CDS	Not Complement	1889714	1889914	SPNHU17_RS09505												
CDS	Complement	1892514	1892714	ccpA	Yes	1892522	1892532	1892612	1892618	1892625	1892662	1892695				
CDS	Complement	1893538	1893738	SPNHU17_RS09515	Yes	1893547	1893591									
CDS	Complement	1894637	1894837	SPNHU17_RS09520												
CDS	Complement	1895374	1895574	SPNHU17_RS09525	Yes	1895444	1895540									
CDS	Complement	1896260	1896460	SPNHU17_RS09530	Yes	1896274	1896384	1896459								
CDS	Complement	1896441	1896641	SPNHU17_RS09535	Yes	1896477	1896625									
CDS	Complement	1896644	1896844	SPNHU17_RS09540	Yes	1896647										
tRNA	Complement	1897437	1897637	SPNHU17_RS09545												
tRNA	Complement	1897526	1897726	SPNHU17_RS09550	Yes	1897709										
tRNA	Complement	1897621	1897821	SPNHU17_RS09555												
tRNA	Complement	1897700	1897900	SPNHU17_RS09560												
tRNA	Complement	1897795	1897995	SPNHU17_RS09565												
tRNA	Complement	1897895	1898095	SPNHU17_RS09570												
tRNA	Complement	1897973	1898173	SPNHU17_RS09575												
tRNA	Complement	1898070	1898270	SPNHU17_RS09580	Yes	1898264										
